Rk,Player,Pos,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS
426,Hollis Thompson,SG,25,TOT,40,9,752,77,200,0.385,32,95,0.337,45,105,0.429,0.465,19,29,0.655,19,93,112,35,20,6,11,69,205
426,Hollis Thompson,SG,25,PHI,31,1,561,66,159,0.415,26,71,0.366,40,88,0.455,0.497,13,20,0.65,15,69,84,26,14,6,9,55,171
426,Hollis Thompson,SG,25,NOP,9,8,191,11,41,0.268,6,24,0.25,5,17,0.294,0.341,6,9,0.667,4,24,28,9,6,0,2,14,34
427,Klay Thompson,SG,26,GSW,78,78,2649,644,1376,0.468,268,647,0.414,376,729,0.516,0.565,186,218,0.853,49,236,285,160,66,40,128,139,1742
428,Tristan Thompson,C,25,CLE,78,78,2336,262,437,0.6,0,3,0,262,434,0.604,0.6,106,213,0.498,286,429,715,77,39,84,64,176,630
429,Marcus Thornton,SG,29,WAS,33,1,575,84,210,0.4,28,80,0.35,56,130,0.431,0.467,23,27,0.852,22,54,76,41,19,3,25,48,219
430,Mike Tobey,C,22,CHO,2,0,25,1,4,0.25,0,0,,1,4,0.25,0.25,0,0,,2,1,3,1,0,0,1,2,2
431,Anthony Tolliver,PF,31,SAC,65,9,1477,155,351,0.442,90,230,0.391,65,121,0.537,0.57,61,82,0.744,51,186,237,77,34,20,56,109,461
432,Axel Toupane,SF,24,TOT,4,0,47,5,9,0.556,1,4,0.25,4,5,0.8,0.611,0,0,,0,1,1,0,1,1,0,6,11
432,Axel Toupane,SF,24,MIL,2,0,6,0,1,0,0,1,0,0,0,,0,0,0,,0,0,0,0,0,0,0,1,0
432,Axel Toupane,SF,24,NOP,2,0,41,5,8,0.625,1,3,0.333,4,5,0.8,0.688,0,0,,0,1,1,0,1,1,0,5,11
433,Karl-Anthony Towns,C,21,MIN,82,82,3030,802,1480,0.542,101,275,0.367,701,1205,0.582,0.576,356,428,0.832,296,711,1007,220,56,103,212,241,2061
434,P.J. Tucker,SF,31,TOT,81,21,2236,199,482,0.413,70,196,0.357,129,286,0.451,0.485,72,93,0.774,117,354,471,99,116,19,66,196,540
434,P.J. Tucker,SF,31,PHO,57,17,1627,147,354,0.415,46,136,0.338,101,218,0.463,0.48,61,77,0.792,94,248,342,73,85,14,52,143,401
434,P.J. Tucker,SF,31,TOR,24,4,609,52,128,0.406,24,60,0.4,28,68,0.412,0.5,11,16,0.688,23,106,129,26,31,5,14,53,139
435,Evan Turner,SF,28,POR,65,12,1658,235,552,0.426,31,118,0.263,204,434,0.47,0.454,85,103,0.825,36,211,247,205,53,24,100,121,586
436,Myles Turner,C,20,IND,81,81,2541,444,869,0.511,40,115,0.348,404,754,0.536,0.534,245,303,0.809,139,450,589,106,74,172,105,262,1173
437,Beno Udrih,PG,34,DET,39,0,560,92,197,0.467,11,32,0.344,81,165,0.491,0.495,32,34,0.941,6,51,57,131,13,0,36,29,227
438,Tyler Ulis,PG,21,PHO,61,15,1123,184,437,0.421,21,79,0.266,163,358,0.455,0.445,55,71,0.775,20,75,95,226,48,5,77,73,444
439,Jarrod Uthoff,PF,23,DAL,9,0,115,16,38,0.421,3,9,0.333,13,29,0.448,0.461,5,7,0.714,8,14,22,9,2,4,3,8,40
440,Jonas Valanciunas,C,24,TOR,80,80,2066,391,702,0.557,1,2,0.5,390,700,0.557,0.558,176,217,0.811,226,533,759,57,37,63,106,216,959
441,Denzel Valentine,SG,23,CHI,57,0,976,102,288,0.354,73,208,0.351,29,80,0.363,0.481,14,18,0.778,11,140,151,63,30,7,49,86,291
442,Fred VanVleet,PG,22,TOR,37,0,294,39,111,0.351,11,29,0.379,28,82,0.341,0.401,18,22,0.818,4,38,42,35,16,3,15,36,107
443,Anderson Varejao,C,34,GSW,14,1,92,5,14,0.357,0,0,,5,14,0.357,0.357,8,11,0.727,12,15,27,10,3,3,8,16,18
444,Greivis Vasquez,PG,30,BRK,3,0,39,2,8,0.25,1,3,0.333,1,5,0.2,0.313,2,3,0.667,0,2,2,5,1,1,1,6,7
445,Rashad Vaughn,SG,20,MIL,41,2,458,57,156,0.365,26,81,0.321,31,75,0.413,0.449,2,5,0.4,4,45,49,23,19,10,14,32,142
446,Noah Vonleh,PF,21,POR,74,41,1265,130,270,0.481,7,20,0.35,123,250,0.492,0.494,60,94,0.638,131,256,387,31,30,27,64,154,327
447,Nikola Vucevic,C,26,ORL,75,55,2163,483,1031,0.468,23,75,0.307,460,956,0.481,0.48,107,160,0.669,176,603,779,208,76,74,117,180,1096
448,Sasha Vujacic,SG,32,NYK,42,4,408,42,136,0.309,23,74,0.311,19,62,0.306,0.393,17,24,0.708,12,47,59,52,13,2,16,38,124
449,Dwyane Wade,SG,35,CHI,60,59,1792,414,955,0.434,45,145,0.31,369,810,0.456,0.457,223,281,0.794,63,207,270,228,86,41,138,112,1096
450,Dion Waiters,SG,25,MIA,46,43,1384,281,663,0.424,85,215,0.395,196,448,0.438,0.488,82,127,0.646,18,135,153,200,42,20,103,95,729
451,Kemba Walker,PG,26,CHO,79,79,2739,643,1449,0.444,240,602,0.399,403,847,0.476,0.527,304,359,0.847,45,263,308,434,85,22,168,119,1830
452,John Wall,PG,26,WAS,78,78,2836,647,1435,0.451,89,272,0.327,558,1163,0.48,0.482,422,527,0.801,59,267,326,831,157,49,322,151,1805
453,Taurean Waller-Prince,SF,22,ATL,59,10,981,114,285,0.4,33,102,0.324,81,183,0.443,0.458,74,94,0.787,25,132,157,55,43,27,61,96,335
454,T.J. Warren,SF,23,PHO,66,59,2048,403,814,0.495,26,98,0.265,377,716,0.527,0.511,119,154,0.773,125,214,339,75,76,39,57,175,951
455,C.J. Watson,PG,32,ORL,62,9,1012,96,248,0.387,32,105,0.305,64,143,0.448,0.452,57,66,0.864,16,73,89,114,43,2,47,84,281
456,Briante Weber,PG,24,TOT,20,0,205,25,60,0.417,1,10,0.1,24,50,0.48,0.425,11,16,0.688,8,18,26,21,12,1,8,16,62
456,Briante Weber,PG,24,GSW,7,0,46,5,14,0.357,0,3,0,5,11,0.455,0.357,2,3,0.667,0,4,4,5,3,1,3,4,12
456,Briante Weber,PG,24,CHO,13,0,159,20,46,0.435,1,7,0.143,19,39,0.487,0.446,9,13,0.692,8,14,22,16,9,0,5,12,50
457,David West,C,36,GSW,68,0,854,135,252,0.536,3,8,0.375,132,244,0.541,0.542,43,56,0.768,47,156,203,151,42,48,78,105,316
458,Russell Westbrook,PG,28,OKC,81,81,2802,824,1941,0.425,200,583,0.343,624,1358,0.459,0.476,710,840,0.845,137,727,864,840,132,31,438,190,2558
459,Okaro White,PF,24,MIA,35,0,471,33,87,0.379,12,34,0.353,21,53,0.396,0.448,20,22,0.909,25,57,82,21,10,10,18,52,98
460,Isaiah Whitehead,PG,21,BRK,73,26,1643,204,508,0.402,44,149,0.295,160,359,0.446,0.445,91,113,0.805,32,152,184,192,42,36,142,175,543
461,Hassan Whiteside,C,27,MIA,77,77,2513,542,973,0.557,0,0,,542,973,0.557,0.557,225,358,0.628,293,795,1088,57,57,161,154,226,1309
462,Andrew Wiggins,SF,21,MIN,82,82,3048,709,1570,0.452,103,289,0.356,606,1281,0.473,0.484,412,542,0.76,102,226,328,189,82,30,187,183,1933
463,C.J. Wilcox,SG,26,ORL,22,0,108,8,31,0.258,3,15,0.2,5,16,0.313,0.306,2,2,1,4,8,12,12,2,1,6,8,21
464,Alan Williams,C,24,PHO,47,0,708,138,267,0.517,0,1,0,138,266,0.519,0.517,70,112,0.625,94,198,292,23,27,32,37,125,346
465,Deron Williams,PG,32,TOT,64,44,1657,263,600,0.438,85,234,0.363,178,366,0.486,0.509,90,109,0.826,14,133,147,360,31,8,138,138,701
465,Deron Williams,PG,32,DAL,40,40,1171,195,453,0.43,63,181,0.348,132,272,0.485,0.5,69,84,0.821,13,89,102,274,25,2,98,96,522
465,Deron Williams,PG,32,CLE,24,4,486,68,147,0.463,22,53,0.415,46,94,0.489,0.537,21,25,0.84,1,44,45,86,6,6,40,42,179
466,Derrick Williams,PF,25,TOT,50,11,804,108,244,0.443,30,97,0.309,78,147,0.531,0.504,58,89,0.652,19,111,130,28,14,7,28,60,304
466,Derrick Williams,PF,25,MIA,25,11,377,54,137,0.394,9,45,0.2,45,92,0.489,0.427,31,50,0.62,16,57,73,14,9,5,14,33,148
466,Derrick Williams,PF,25,CLE,25,0,427,54,107,0.505,21,52,0.404,33,55,0.6,0.603,27,39,0.692,3,54,57,14,5,2,14,27,156
467,Lou Williams,SG,30,TOT,81,1,1994,428,998,0.429,163,446,0.365,265,552,0.48,0.511,402,457,0.88,26,176,202,239,80,20,160,92,1421
467,Lou Williams,SG,30,LAL,58,1,1403,326,734,0.444,122,317,0.385,204,417,0.489,0.527,304,344,0.884,14,118,132,183,65,11,120,67,1078
467,Lou Williams,SG,30,HOU,23,0,591,102,264,0.386,41,129,0.318,61,135,0.452,0.464,98,113,0.867,12,58,70,56,15,9,40,25,343
468,Marvin Williams,PF,30,CHO,76,76,2295,297,704,0.422,124,354,0.35,173,350,0.494,0.51,131,150,0.873,89,411,500,106,58,53,60,134,849
469,Reggie Williams,SF,30,NOP,6,0,79,8,23,0.348,5,11,0.455,3,12,0.25,0.457,6,7,0.857,2,4,6,4,3,0,0,2,27
470,Troy Williams,SF,22,TOT,30,16,557,73,167,0.437,18,62,0.29,55,105,0.524,0.491,21,32,0.656,15,54,69,25,27,10,32,60,185
470,Troy Williams,SF,22,MEM,24,13,418,51,123,0.415,10,41,0.244,41,82,0.5,0.455,15,25,0.6,6,39,45,19,24,9,26,42,127
470,Troy Williams,SF,22,HOU,6,3,139,22,44,0.5,8,21,0.381,14,23,0.609,0.591,6,7,0.857,9,15,24,6,3,1,6,18,58
471,Kyle Wiltjer,PF,24,HOU,14,0,44,4,14,0.286,4,13,0.308,0,1,0,0.429,1,2,0.5,4,6,10,2,3,1,5,4,13
472,Justise Winslow,SF,20,MIA,18,15,625,80,225,0.356,7,35,0.2,73,190,0.384,0.371,29,47,0.617,23,71,94,66,26,6,33,52,196
473,Jeff Withey,C,26,UTA,51,1,432,55,103,0.534,0,1,0,55,102,0.539,0.534,36,48,0.75,52,69,121,7,16,32,14,52,146
474,Christian Wood,PF,21,CHO,13,0,107,12,23,0.522,0,5,0,12,18,0.667,0.522,11,15,0.733,14,15,29,2,3,6,7,11,35
475,Metta World Peace,SF,37,LAL,25,2,160,19,68,0.279,9,38,0.237,10,30,0.333,0.346,10,16,0.625,5,15,20,11,10,2,7,18,57
476,Brandan Wright,PF,29,MEM,28,5,447,83,135,0.615,0,1,0,83,134,0.619,0.615,23,35,0.657,31,47,78,15,11,20,10,42,189
477,Delon Wright,PG,24,TOR,27,0,446,49,116,0.422,10,30,0.333,39,86,0.453,0.466,42,55,0.764,16,32,48,57,27,11,25,31,150
478,James Young,SG,21,BOS,29,0,220,25,58,0.431,12,35,0.343,13,23,0.565,0.534,6,9,0.667,6,20,26,4,10,2,4,15,68
479,Joe Young,PG,24,IND,33,0,135,26,72,0.361,5,23,0.217,21,49,0.429,0.396,11,15,0.733,1,16,17,15,4,0,5,5,68
480,Nick Young,SG,31,LAL,60,60,1556,272,633,0.43,170,421,0.404,102,212,0.481,0.564,77,90,0.856,25,113,138,58,37,14,36,137,791
481,Thaddeus Young,PF,28,IND,74,74,2237,362,687,0.527,45,118,0.381,317,569,0.557,0.56,45,86,0.523,131,317,448,122,113,29,95,135,814
482,Cody Zeller,PF,24,CHO,62,58,1725,253,443,0.571,0,1,0,253,442,0.572,0.571,133,196,0.679,135,270,405,99,62,58,65,189,639
483,Tyler Zeller,C,27,BOS,51,5,525,78,158,0.494,0,1,0,78,157,0.497,0.494,22,39,0.564,43,81,124,42,7,21,20,61,178
484,Stephen Zimmerman,C,20,ORL,19,0,108,10,31,0.323,0,0,,10,31,0.323,0.323,3,5,0.6,11,24,35,4,2,5,3,17,23
485,Paul Zipser,SF,22,CHI,44,18,843,88,221,0.398,33,99,0.333,55,122,0.451,0.473,31,40,0.775,15,110,125,36,15,16,40,78,240
486,Ivica Zubac,C,19,LAL,38,11,609,126,238,0.529,0,3,0,126,235,0.536,0.529,32,49,0.653,41,118,159,30,14,33,30,66,284
